id,release_date,movie,production_budget,domestic_gross,worldwide_gross,,,,,,,,
50,21-Mar-08,The Hammer,"$850,000 ","$442,638 ","$442,638 ",,The Hammer,,,,,#VALUE!,0
51,28-Aug-15,Windsor Drive,"$850,000 ","$3,256 ","$3,256 ",,Windsor Drive,,,,,#VALUE!,0
52,31-Dec-12,Snitch,"$850,000 ",$0 ,$0 ,,Snitch,,,,,#VALUE!,0
53,31-Dec-08,Harrison Montgomery,"$850,000 ",$0 ,$0 ,,Harrison Montgomery,,,,,#VALUE!,0
54,3-Aug-12,Celeste and Jesse Forever,"$840,000 ","$3,103,407 ","$3,787,689 ",,Celeste and Jesse Forever,,,,,#VALUE!,0
55,25-Oct-02,Time Changer,"$825,000 ","$1,500,711 ","$1,500,711 ",,Time Changer,,,,,#VALUE!,0
56,11-Aug-09,London to Brighton,"$825,000 ",$0 ,"$610,776 ",,London to Brighton,,,,,#VALUE!,0
57,31-Dec-09,Crying With Laughter,"$820,000 ",$0 ,"$16,909 ",,Crying With Laughter,,,,,#VALUE!,0
58,1-Jan-71,Billy Jack,"$800,000 ","$98,000,000 ","$98,000,000 ",,Billy Jack,,,,,#VALUE!,0
59,30-Dec-11,Jodaeiye Nader az Simin,"$800,000 ","$7,098,492 ","$24,426,169 ",,Jodaeiye Nader az Simin,,,,,#VALUE!,0
60,10-May-96,Welcome to the Dollhouse,"$800,000 ","$4,198,137 ","$5,034,794 ",,Welcome to the Dollhouse,,,,,#VALUE!,0
61,28-Mar-03,Raising Victor Vargas,"$800,000 ","$2,073,984 ","$2,900,578 ",,Raising Victor Vargas,,,,,#VALUE!,0
62,1-Oct-93,Ruby in Paradise,"$800,000 ","$1,001,437 ","$1,001,437 ",,Ruby in Paradise,,,,,#VALUE!,0
63,9-Aug-02,Pandora's Box,"$800,000 ","$881,950 ","$881,950 ",,Pandora's Box,,,,,#VALUE!,0
64,18-Jul-07,Cama adentro,"$800,000 ","$200,433 ","$200,433 ",,Cama adentro,,,,,#VALUE!,0
65,10-Mar-00,Deterrence,"$800,000 ","$144,583 ","$371,647 ",,Deterrence,,,,,#VALUE!,0
66,7-May-04,The Mudge Boy,"$800,000 ","$62,544 ","$62,544 ",,The Mudge Boy,,,,,#VALUE!,0
67,11-Apr-03,The Young Unknowns,"$800,000 ","$58,163 ","$58,163 ",,The Young Unknowns,,,,,#VALUE!,0
68,19-Jun-09,Død snø,"$800,000 ","$46,742 ","$2,194,020 ",,DàÂ¸d snàÂ¸,,,,,#VALUE!,0
69,19-Sep-14,Not Cool,"$800,000 ","$35,688 ","$35,688 ",,Not Cool,,,,,#VALUE!,0
70,3-Feb-12,Kill List,"$800,000 ","$29,063 ","$462,206 ",,Kill List,,,,,#VALUE!,0
71,9-Jan-15,Vessel,"$800,000 ",$0 ,$0 ,,Vessel,,,,,#VALUE!,0
72,6-Aug-04,Saints and Soldiers,"$780,000 ","$1,310,470 ","$1,310,470 ",,Saints and Soldiers,,,,,#VALUE!,0
73,11-Aug-73,American Graffiti,"$777,000 ","$115,000,000 ","$140,000,000 ",,American Graffiti,,,,,#VALUE!,0
74,8-Sep-06,Iraq for Sale: The War Profiteers,"$775,000 ",$0 ,$0 ,,Iraq for Sale: The War Profiteers,,,,,#VALUE!,0
75,9-Sep-11,Kevin Hart: Laugh at My Pain,"$750,000 ","$7,706,436 ","$7,712,436 ",,Kevin Hart: Laugh at My Pain,,,,,#VALUE!,0
76,13-Apr-07,Aqua Teen Hunger Force Colon Movie Film for Theaters,"$750,000 ","$5,520,368 ","$5,520,368 ",,Aqua Teen Hunger Force Colon Movie Film for Theaters,,,,,#VALUE!,0
77,8-Jun-12,Safety Not Guaranteed,"$750,000 ","$4,010,957 ","$4,422,318 ",,Safety Not Guaranteed,,,,,#VALUE!,0
78,3-Feb-12,The Innkeepers,"$750,000 ","$78,396 ","$1,011,535 ",,The Innkeepers,,,,,#VALUE!,0
79,29-Aug-14,Il conformista,"$750,000 ","$59,656 ","$89,609 ",,Il conformista,,,,,#VALUE!,0
80,15-Nov-02,Interview with the Assassin,"$750,000 ","$47,329 ","$47,329 ",,Interview with the Assassin,,,,,#VALUE!,0
81,1-Jul-05,Undead,"$750,000 ","$41,196 ","$229,250 ",,Undead,,,,,#VALUE!,0
82,23-Jan-09,Donkey Punch,"$750,000 ","$19,367 ","$814,801 ",,Donkey Punch,,,,,#VALUE!,0
83,11-Oct-13,All the Boys Love Mandy Lane,"$750,000 ",$0 ,"$1,960,521 ",,All the Boys Love Mandy Lane,,,,,#VALUE!,0
84,31-Dec-14,Destiny,"$750,000 ",$0 ,$450 ,,Destiny,,,,,#VALUE!,0
85,7-Apr-09,Bled,"$750,000 ",$0 ,$0 ,,Bled,,,,,#VALUE!,0
86,5-Jan-16,Adulterers,"$750,000 ",$0 ,$0 ,,Adulterers,,,,,#VALUE!,0
87,25-Jun-68,La mariée était en noir,"$747,000 ","$44,566 ","$44,566 ",,La mariée était en noir,,,,,#VALUE!,0
88,24-Jul-52,High Noon,"$730,000 ","$8,000,000 ","$8,000,000 ",,High Noon,,,,,#VALUE!,0
89,14-Oct-94,Hoop Dreams,"$700,000 ","$7,768,371 ","$11,768,371 ",,Hoop Dreams,,,,,#VALUE!,0
90,24-Jun-05,Rize,"$700,000 ","$3,278,611 ","$4,857,731 ",,Rize,,,,,#VALUE!,0
91,11-Aug-06,Half Nelson,"$700,000 ","$2,697,938 ","$4,911,725 ",,Half Nelson,,,,,#VALUE!,0
92,7-Sep-01,L.I.E.,"$700,000 ","$1,140,965 ","$1,140,965 ",,L.I.E.,,,,,#VALUE!,0
93,4-Aug-17,Columbus,"$700,000 ","$1,017,107 ","$1,110,511 ",,Columbus,,,,,#VALUE!,0
94,8-Oct-99,Naturally Native,"$700,000 ","$10,508 ","$10,508 ",,Naturally Native,,,,,#VALUE!,0
95,26-Jan-10,B-Girl,"$700,000 ",$0 ,"$1,160 ",,B-Girl,,,,,#VALUE!,0
96,13-Mar-15,Walter,"$700,000 ",$0 ,$0 ,,Walter,,,,,#VALUE!,0
97,7-Apr-33,King Kong,"$672,000 ","$10,000,000 ","$10,000,650 ",,King Kong,,,,,#VALUE!,0
98,10-Apr-53,House of Wax,"$658,000 ","$23,800,000 ","$23,800,000 ",,House of Wax,,,,,#VALUE!,0
99,19-Jun-98,Hav Plenty,"$650,000 ","$2,301,777 ","$2,301,777 ",,Hav Plenty,,,,,#VALUE!,0
100,11-Oct-13,Escape from Tomorrow,"$650,000 ","$171,962 ","$171,962 ",,Escape from Tomorrow,,,,,#VALUE!,0
1,14-Dec-18,That Way Madness Lies,"$650,000 ","$1,447 ","$1,447 ",,That Way Madness Lies,,,,,#VALUE!,0
2,31-Dec-12,After,"$650,000 ",$0 ,$0 ,,After,,,,,#VALUE!,0
3,31-Dec-14,The Hadza: Last of the First,"$650,000 ",$0 ,$0 ,,The Hadza: Last of the First,,,,,#VALUE!,0
4,31-Dec-09,Starsuckers,"$640,000 ",$0 ,"$14,812 ",,Starsuckers,,,,,#VALUE!,0
5,31-Dec-13,Treachery,"$625,000 ",$0 ,$0 ,,Treachery,,,,,#VALUE!,0
6,6-Sep-35,Top Hat,"$609,000 ","$1,782,000 ","$3,202,000 ",,Top Hat,,,,,#VALUE!,0
7,14-Jul-99,The Blair Witch Project,"$600,000 ","$140,539,099 ","$248,300,000 ",,The Blair Witch Project,,,,,#VALUE!,0
8,26-Mar-70,Woodstock,"$600,000 ","$34,505,110 ","$34,505,110 ",,Woodstock,,,,,#VALUE!,0
9,10-Aug-77,The Kentucky Fried Movie,"$600,000 ","$15,000,000 ","$20,000,000 ",,The Kentucky Fried Movie,,,,,#VALUE!,0
10,10-May-67,Per qualche dollaro in più,"$600,000 ","$4,300,000 ","$4,300,000 ",,Per qualche dollaro in piàÂ¹,,,,,#VALUE!,0
11,31-Oct-00,Mercy Streets,"$600,000 ","$173,599 ","$173,599 ",,Mercy Streets,,,,,#VALUE!,0
12,2-May-14,Water & Power,"$600,000 ","$42,557 ","$42,557 ",,Water & Power,,,,,#VALUE!,0
13,19-Oct-07,Arnolds Park,"$600,000 ","$23,616 ","$23,616 ",,Arnolds Park,,,,,#VALUE!,0
14,2-Jul-99,Broken Vessels,"$600,000 ","$15,030 ","$85,343 ",,Broken Vessels,,,,,#VALUE!,0
15,22-May-15,Drunk Wedding,"$600,000 ","$3,301 ","$3,301 ",,Drunk Wedding,,,,,#VALUE!,0
16,4-Mar-16,They Will Have to Kill Us First,"$600,000 ",$0 ,"$7,943 ",,They Will Have to Kill Us First,,,,,#VALUE!,0
17,23-Aug-02,Crop Circles: Quest for Truth,"$600,000 ",$0 ,$0 ,,Crop Circles: Quest for Truth,,,,,#VALUE!,0
18,8-Aug-14,The Maid's Room,"$600,000 ",$0 ,$0 ,,The Maid's Room,,,,,#VALUE!,0
19,31-Dec-14,Light from the Darkroom,"$600,000 ",$0 ,$0 ,,Light from the Darkroom,,,,,#VALUE!,0
20,24-Feb-15,Irreplaceable,"$600,000 ",$0 ,$0 ,,Irreplaceable,,,,,#VALUE!,0
21,11-Aug-64,A Hard Day's Night,"$560,000 ","$1,537,860 ","$1,626,784 ",,A Hard Day's Night,,,,,#VALUE!,0
22,29-Jul-11,The Harvest/La Cosecha,"$560,000 ","$3,709 ","$3,709 ",,The Harvest/La Cosecha,,,,,#VALUE!,0
23,31-Dec-15,Julija in alfa Romeo,"$560,000 ",$0 ,"$8,462 ",,Julija in alfa Romeo,,,,,#VALUE!,0
24,26-Dec-31,Mata Hari,"$558,000 ","$900,000 ","$900,000 ",,Mata Hari,,,,,#VALUE!,0
25,9-May-80,Friday the 13th,"$550,000 ","$39,754,601 ","$59,754,601 ",,Friday the 13th,,,,,#VALUE!,0
26,27-Apr-84,Love Letters,"$550,000 ","$5,269,990 ","$5,269,990 ",,Love Letters,,,,,#VALUE!,0
27,12-Sep-14,Faith Connections,"$550,000 ","$9,111 ","$9,111 ",,Faith Connections,,,,,#VALUE!,0
28,6-Mar-12,High Road,"$546,173 ",$0 ,$0 ,,High Road,,,,,#VALUE!,0
29,26-Sep-08,Fireproof,"$500,000 ","$33,456,317 ","$33,473,297 ",,Fireproof,,,,,#VALUE!,0
30,15-Nov-74,Benji,"$500,000 ","$31,559,560 ","$31,559,560 ",,Benji,,,,,#VALUE!,0
31,6-Aug-04,Open Water,"$500,000 ","$30,500,882 ","$55,518,641 ",,Open Water,,,,,#VALUE!,0
32,1-Jan-77,Kingdom of the Spiders,"$500,000 ","$17,000,000 ","$17,000,000 ",,Kingdom of the Spiders,,,,,#VALUE!,0
33,13-May-05,Mad Hot Ballroom,"$500,000 ","$8,117,961 ","$9,387,581 ",,Mad Hot Ballroom,,,,,#VALUE!,0
34,3-Oct-03,The Station Agent,"$500,000 ","$5,801,558 ","$9,470,209 ",,The Station Agent,,,,,#VALUE!,0
35,22-Jan-10,To Save a Life,"$500,000 ","$3,777,210 ","$3,824,868 ",,To Save a Life,,,,,#VALUE!,0
36,16-Jun-06,Wordplay,"$500,000 ","$3,121,270 ","$3,177,636 ",,Wordplay,,,,,#VALUE!,0
37,22-Oct-99,Beyond the Mat,"$500,000 ","$2,047,570 ","$2,047,570 ",,Beyond the Mat,,,,,#VALUE!,0
38,1-Feb-02,The Singles Ward,"$500,000 ","$1,250,798 ","$1,250,798 ",,The Singles Ward,,,,,#VALUE!,0
39,8-Jul-11,Sholem Aleichem: Laughing in the Darkness,"$500,000 ","$1,131,261 ","$1,131,261 ",,Sholem Aleichem: Laughing in the Darkness,,,,,#VALUE!,0
40,30-Jan-04,Osama,"$500,000 ","$1,127,331 ","$1,971,479 ",,Osama,,,,,#VALUE!,0
41,9-Jun-00,Groove,"$500,000 ","$1,115,313 ","$1,167,524 ",,Groove,,,,,#VALUE!,0
42,31-Jan-03,The R.M.,"$500,000 ","$1,111,615 ","$1,111,615 ",,The R.M.,,,,,#VALUE!,0
43,30-Jul-99,Twin Falls Idaho,"$500,000 ","$985,341 ","$1,027,228 ",,Twin Falls Idaho,,,,,#VALUE!,0
44,20-Aug-04,Mean Creek,"$500,000 ","$603,951 ","$1,348,750 ",,Mean Creek,,,,,#VALUE!,0
45,23-Aug-13,Drinking Buddies,"$500,000 ","$343,706 ","$407,100 ",,Drinking Buddies,,,,,#VALUE!,0
46,13-Feb-98,Hurricane Streets,"$500,000 ","$334,041 ","$367,582 ",,Hurricane Streets,,,,,#VALUE!,0
47,12-Jul-02,Never Again,"$500,000 ","$307,631 ","$308,793 ",,Never Again,,,,,#VALUE!,0
48,19-Nov-56,Shichinin no samurai,"$500,000 ","$271,736 ","$271,736 ",,Shichinin no samurai,,,,,#VALUE!,0
49,29-Aug-03,Civil Brand,"$500,000 ","$254,293 ","$254,293 ",,Civil Brand,,,,,#VALUE!,0
50,29-Oct-10,Monsters,"$500,000 ","$237,301 ","$5,639,730 ",,Monsters,,,,,#VALUE!,0
51,24-Mar-06,Lonesome Jim,"$500,000 ","$154,187 ","$602,789 ",,Lonesome Jim,,,,,#VALUE!,0
52,17-Apr-13,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,"$500,000 ","$152,449 ","$152,449 ",,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,,,,,#VALUE!,0
53,28-Sep-12,The Other Dream Team,"$500,000 ","$134,109 ","$314,444 ",,The Other Dream Team,,,,,#VALUE!,0
54,11-Dec-15,O Menino e o Mundo,"$500,000 ","$129,479 ","$280,967 ",,O Menino e o Mundo,,,,,#VALUE!,0
55,1-Apr-11,Rubber,"$500,000 ","$100,370 ","$680,914 ",,Rubber,,,,,#VALUE!,0
56,1-Jan-91,Johnny Suede,"$500,000 ","$55,000 ","$55,000 ",,Johnny Suede,,,,,#VALUE!,0
57,5-Oct-07,Finishing the Game,"$500,000 ","$52,850 ","$53,201 ",,Finishing the Game,,,,,#VALUE!,0
58,18-Apr-08,Kiss the Bride,"$500,000 ","$32,033 ","$32,033 ",,Kiss the Bride,,,,,#VALUE!,0
59,11-Jul-03,The Journey,"$500,000 ","$19,800 ","$19,800 ",,The Journey,,,,,#VALUE!,0
60,23-Apr-09,Home,"$500,000 ","$15,433 ","$44,793,168 ",,Home,,,,,#VALUE!,0
61,10-Jan-03,The Slaughter Rule,"$500,000 ","$13,134 ","$13,134 ",,The Slaughter Rule,,,,,#VALUE!,0
62,14-May-10,The Living Wake,"$500,000 ","$12,232 ","$12,232 ",,The Living Wake,,,,,#VALUE!,0
63,27-Feb-09,Scott Walker: 30 Century Man,"$500,000 ","$6,840 ","$77,121 ",,Scott Walker: 30 Century Man,,,,,#VALUE!,0
64,21-Oct-05,The Californians,"$500,000 ","$4,134 ","$4,134 ",,The Californians,,,,,#VALUE!,0
65,10-Sep-14,Born to Fly: Elizabeth Streb vs. Gravity,"$500,000 ","$1,822 ","$1,822 ",,Born to Fly: Elizabeth Streb vs. Gravity,,,,,#VALUE!,0
66,28-Jun-13,Detention of the Dead,"$500,000 ","$1,778 ","$1,778 ",,Detention of the Dead,,,,,#VALUE!,0
67,11-May-18,Higher Power,"$500,000 ",$528 ,$528 ,,Higher Power,,,,,#VALUE!,0
68,31-Dec-06,Feng kuang de shi tou,"$500,000 ",$0 ,"$3,000,000 ",,Feng kuang de shi tou,,,,,#VALUE!,0
69,8-Jan-13,Now is Good,"$500,000 ",$0 ,"$2,141,436 ",,Now is Good,,,,,#VALUE!,0
70,31-Dec-06,Griffin & Phoenix,"$500,000 ",$0 ,"$1,355,967 ",,Griffin & Phoenix,,,,,#VALUE!,0
71,2-Nov-01,Everything Put Together,"$500,000 ",$0 ,"$7,890 ",,Everything Put Together,,,,,#VALUE!,0
72,31-Dec-10,Drones,"$500,000 ",$0 ,$0 ,,Drones,,,,,#VALUE!,0
73,3-Apr-12,Enter Nowhere,"$500,000 ",$0 ,$0 ,,Enter Nowhere,,,,,#VALUE!,0
74,17-Jul-12,Girls Gone Dead,"$500,000 ",$0 ,$0 ,,Girls Gone Dead,,,,,#VALUE!,0
75,31-Dec-05,Insomnia Manica,"$500,000 ",$0 ,$0 ,,Insomnia Manica,,,,,#VALUE!,0
76,31-Dec-14,America Is Still The Place,"$500,000 ",$0 ,$0 ,,America Is Still The Place,,,,,#VALUE!,0
77,24-Jul-15,The Outrageous Sophie Tucker,"$500,000 ",$0 ,$0 ,,The Outrageous Sophie Tucker,,,,,#VALUE!,0
78,10-Mar-15,Subconscious,"$500,000 ",$0 ,$0 ,,Subconscious,,,,,#VALUE!,0
79,14-Apr-15,Roadside,"$500,000 ",$0 ,$0 ,,Roadside,,,,,#VALUE!,0
80,31-Dec-14,Diamond Ruff,"$500,000 ",$0 ,$0 ,,Diamond Ruff,,,,,#VALUE!,0
81,10-Feb-15,Love in the Time of Monsters,"$500,000 ",$0 ,$0 ,,Love in the Time of Monsters,,,,,#VALUE!,0
82,31-Dec-12,El rey de Najayo,"$500,000 ",$0 ,$0 ,,El rey de Najayo,,,,,#VALUE!,0
83,31-Dec-15,Fight to the Finish,"$500,000 ",$0 ,$0 ,,Fight to the Finish,,,,,#VALUE!,0
84,31-Dec-13,Bucky and the Squirrels,"$500,000 ",$0 ,$0 ,,Bucky and the Squirrels,,,,,#VALUE!,0
85,31-Dec-90,Going Under,"$500,000 ",$0 ,$0 ,,Going Under,,,,,#VALUE!,0
86,23-Jun-15,Crossroads,"$500,000 ",$0 ,$0 ,,Crossroads,,,,,#VALUE!,0
87,11-Aug-15,Alleluia! The Devil's Carnival,"$500,000 ",$0 ,$0 ,,Alleluia! The Devil's Carnival,,,,,#VALUE!,0
88,1-Dec-15,Brooklyn Bizarre,"$500,000 ",$0 ,$0 ,,Brooklyn Bizarre,,,,,#VALUE!,0
89,31-Dec-14,The Sound and the Shadow,"$500,000 ",$0 ,$0 ,,The Sound and the Shadow,,,,,#VALUE!,0
90,31-Dec-15,Rodeo Girl,"$500,000 ",$0 ,$0 ,,Rodeo Girl,,,,,#VALUE!,0
91,10-Nov-15,The Little Ponderosa Zoo,"$500,000 ",$0 ,$0 ,,The Little Ponderosa Zoo,,,,,#VALUE!,0
92,31-Dec-84,The Toxic Avenger,"$475,000 ",$0 ,$0 ,,The Toxic Avenger,,,,,#VALUE!,0
93,25-Sep-09,Paranormal Activity,"$450,000 ","$107,918,810 ","$194,183,034 ",,Paranormal Activity,,,,,#VALUE!,0
94,1-Jan-91,Straight out of Brooklyn,"$450,000 ","$2,712,293 ","$2,712,293 ",,Straight out of Brooklyn,,,,,#VALUE!,0
95,31-Mar-06,Brick,"$450,000 ","$2,075,743 ","$4,243,996 ",,Brick,,,,,#VALUE!,0
96,22-Aug-97,Sunday,"$450,000 ","$410,919 ","$450,349 ",,Sunday,,,,,#VALUE!,0
97,11-Aug-06,Conversations with Other Women,"$450,000 ","$379,418 ","$1,297,745 ",,Conversations with Other Women,,,,,#VALUE!,0
98,20-Nov-15,Siakh lokhamim: ha'slilim ha'gnouzim,"$450,000 ","$41,260 ","$42,503 ",,Siakh lokhamim: ha'slilim ha'gnouzim,,,,,#VALUE!,0
99,9-May-08,Poultrygeist: Night of the Chicken Dead,"$450,000 ","$13,804 ","$22,623 ",,Poultrygeist: Night of the Chicken Dead,,,,,#VALUE!,0
100,11-Jul-14,As It Is in Heaven,"$450,000 ","$13,486 ","$13,486 ",,As It Is in Heaven,,,,,#VALUE!,0
1,1-Jul-14,Mutual Friends,"$450,000 ",$0 ,$0 ,,Mutual Friends,,,,,#VALUE!,0
2,31-Dec-14,Rise Of the Entrepreneur - The Search For A Better Way,"$450,000 ",$0 ,$0 ,,Rise Of the Entrepreneur - The Search For A Better Way,,,,,#VALUE!,0
3,9-Mar-33,42nd Street,"$439,000 ","$1,438,000 ","$2,281,000 ",,42nd Street,,,,,#VALUE!,0
4,3-Aug-90,Metropolitan,"$430,000 ","$2,938,000 ","$2,938,000 ",,Metropolitan,,,,,#VALUE!,0
5,28-Apr-06,Moartea domnului Lazarescu,"$425,000 ","$80,301 ","$581,304 ",,Moartea domnului Lazarescu,,,,,#VALUE!,0
6,21-Jan-05,Gory Gory Hallelujah,"$425,000 ","$12,604 ","$12,604 ",,Gory Gory Hallelujah,,,,,#VALUE!,0
7,25-Apr-14,Blue Ruin,"$420,000 ","$258,384 ","$437,002 ",,Blue Ruin,,,,,#VALUE!,0
8,11-Jun-04,Napoleon Dynamite,"$400,000 ","$44,540,956 ","$46,122,713 ",,Napoleon Dynamite,,,,,#VALUE!,0
9,10-May-75,Monty Python and the Holy Grail,"$400,000 ","$3,427,696 ","$5,028,948 ",,Monty Python and the Holy Grail,,,,,#VALUE!,0
10,2-Aug-06,Quinceanera,"$400,000 ","$1,692,693 ","$2,797,199 ",,Quinceanera,,,,,#VALUE!,0
11,26-Apr-02,Dogtown and Z-Boys,"$400,000 ","$1,293,295 ","$1,600,566 ",,Dogtown and Z-Boys,,,,,#VALUE!,0
12,24-Oct-08,Heroes,"$400,000 ","$655,538 ","$655,538 ",,Heroes,,,,,#VALUE!,0
13,6-Oct-04,Tarnation,"$400,000 ","$592,014 ","$1,162,014 ",,Tarnation,,,,,#VALUE!,0
14,15-Oct-10,I Want Your Money,"$400,000 ","$433,588 ","$433,588 ",,I Want Your Money,,,,,#VALUE!,0
15,1-Jan-83,E tu vivrai nel terrore - L'aldilà,"$400,000 ","$126,387 ","$126,387 ",,E tu vivrai nel terrore - L'aldilà,,,,,#VALUE!,0
16,16-May-80,Home Movies,"$400,000 ","$89,134 ","$89,134 ",,Home Movies,,,,,#VALUE!,0
17,27-Jul-01,Jackpot,"$400,000 ","$44,452 ","$44,452 ",,Jackpot,,,,,#VALUE!,0
18,10-Dec-04,Fabled,"$400,000 ","$31,425 ","$31,425 ",,Fabled,,,,,#VALUE!,0
19,13-Oct-05,The Dark Hours,"$400,000 ",$423 ,$423 ,,The Dark Hours,,,,,#VALUE!,0
20,31-Mar-15,Viskningar och rop,"$400,000 ",$0 ,"$9,071 ",,Viskningar och rop,,,,,#VALUE!,0
21,1-Apr-86,My Beautiful Laundrette,"$400,000 ",$0 ,$0 ,,My Beautiful Laundrette,,,,,#VALUE!,0
22,4-Nov-05,Show Me,"$400,000 ",$0 ,$0 ,,Show Me,,,,,#VALUE!,0
23,31-Dec-14,Pancakes,"$400,000 ",$0 ,$0 ,,Pancakes,,,,,#VALUE!,0
24,5-Sep-16,Intolerance,"$385,907 ",$0 ,$0 ,,Intolerance,,,,,#VALUE!,0
25,1-Feb-29,The Broadway Melody,"$379,000 ","$2,800,000 ","$4,358,000 ",,The Broadway Melody,,,,,#VALUE!,0
26,15-Apr-83,The Evil Dead,"$375,000 ","$2,400,000 ","$29,400,000 ",,The Evil Dead,,,,,#VALUE!,0
27,21-May-99,Trekkies,"$375,000 ","$617,172 ","$617,172 ",,Trekkies,,,,,#VALUE!,0
28,1-Jan-80,Maniac,"$350,000 ","$10,000,000 ","$10,000,000 ",,Maniac,,,,,#VALUE!,0
29,1-Jan-87,American Ninja 2: The Confrontation,"$350,000 ","$4,000,000 ","$4,000,000 ",,American Ninja 2: The Confrontation,,,,,#VALUE!,0
30,8-Jul-05,Murderball,"$350,000 ","$1,531,154 ","$1,772,979 ",,Murderball,,,,,#VALUE!,0
31,1-Sep-10,My Dog Tulip,"$350,000 ","$246,574 ","$310,891 ",,My Dog Tulip,,,,,#VALUE!,0
32,18-Oct-06,51 Birch Street,"$350,000 ","$84,689 ","$84,689 ",,51 Birch Street,,,,,#VALUE!,0
33,15-Nov-02,Revolution#9,"$350,000 ","$9,118 ","$9,118 ",,Revolution#9,,,,,#VALUE!,0
34,10-Apr-09,Royal Kill,"$350,000 ",$0 ,$0 ,,Royal Kill,,,,,#VALUE!,0
35,20-Oct-15,Rotor DR1,"$350,000 ",$0 ,$0 ,,Rotor DR1,,,,,#VALUE!,0
36,13-Apr-57,12 Angry Men,"$340,000 ",$0 ,$0 ,,12 Angry Men,,,,,#VALUE!,0
37,17-Oct-78,Halloween,"$325,000 ","$47,000,000 ","$70,000,000 ",,Halloween,,,,,#VALUE!,0
38,22-Feb-34,It Happened One Night,"$325,000 ","$2,500,000 ","$2,500,000 ",,It Happened One Night,,,,,#VALUE!,0
39,25-Jun-10,Kynodontas,"$323,000 ","$110,248 ","$1,373,407 ",,Kynodontas,,,,,#VALUE!,0
40,24-Nov-99,Tumbleweeds,"$312,000 ","$1,350,248 ","$1,788,168 ",,Tumbleweeds,,,,,#VALUE!,0
41,14-Nov-03,Tupac Resurrection,"$300,000 ","$7,718,961 ","$7,808,524 ",,Tupac Resurrection,,,,,#VALUE!,0
42,10-Mar-00,God's Army,"$300,000 ","$2,637,726 ","$2,652,515 ",,God's Army,,,,,#VALUE!,0
43,17-Oct-03,Pieces of April,"$300,000 ","$2,528,664 ","$3,571,253 ",,Pieces of April,,,,,#VALUE!,0
44,20-Sep-96,When The Cat's Away,"$300,000 ","$1,652,472 ","$2,525,984 ",,When The Cat's Away,,,,,#VALUE!,0
45,10-Dec-08,Wendy and Lucy,"$300,000 ","$865,695 ","$1,416,046 ",,Wendy and Lucy,,,,,#VALUE!,0
46,11-Sep-98,Let's Talk About Sex,"$300,000 ","$373,615 ","$373,615 ",,Let's Talk About Sex,,,,,#VALUE!,0
47,25-Aug-06,Old Joy,"$300,000 ","$255,923 ","$399,908 ",,Old Joy,,,,,#VALUE!,0
48,15-Jul-05,First Morning,"$300,000 ","$87,264 ","$87,264 ",,First Morning,,,,,#VALUE!,0
49,15-Jun-07,Pierrot le fou,"$300,000 ","$70,807 ","$71,380 ",,Pierrot le fou,,,,,#VALUE!,0
50,5-Mar-97,The Watermelon Woman,"$300,000 ","$42,735 ","$42,735 ",,The Watermelon Woman,,,,,#VALUE!,0
51,11-Mar-11,3 Backyards,"$300,000 ","$39,475 ","$39,475 ",,3 Backyards,,,,,#VALUE!,0
52,12-Apr-06,Sisters in Law,"$300,000 ","$33,312 ","$33,312 ",,Sisters in Law,,,,,#VALUE!,0
53,9-Nov-12,Nothing But a Man,"$300,000 ","$17,241 ","$17,241 ",,Nothing But a Man,,,,,#VALUE!,0
54,19-Jul-02,Ayurveda: Art of Being,"$300,000 ","$16,892 ","$2,066,892 ",,Ayurveda: Art of Being,,,,,#VALUE!,0
55,7-Aug-98,"First Love, Last Rites","$300,000 ","$10,876 ","$10,876 ",,"First Love, Last Rites",,,,,#VALUE!,0
56,6-May-05,Fighting Tommy Riley,"$300,000 ","$10,514 ","$10,514 ",,Fighting Tommy Riley,,,,,#VALUE!,0
57,28-Mar-14,Locker 13,"$300,000 ","$3,496 ","$3,496 ",,Locker 13,,,,,#VALUE!,0
58,23-Oct-15,The Looking Glass,"$300,000 ","$1,711 ","$1,711 ",,The Looking Glass,,,,,#VALUE!,0
59,31-Oct-14,All You Need Is Love,"$300,000 ",$0 ,"$3,565,259 ",,All You Need Is Love,,,,,#VALUE!,0
60,1-Apr-75,Death Race 2000,"$300,000 ",$0 ,$0 ,,Death Race 2000,,,,,#VALUE!,0
61,3-Jul-12,Some Guy Who Kills People,"$300,000 ",$0 ,$0 ,,Some Guy Who Kills People,,,,,#VALUE!,0
62,7-Aug-13,Midnight Cabaret,"$300,000 ",$0 ,$0 ,,Midnight Cabaret,,,,,#VALUE!,0
63,10-Mar-15,Teeth and Blood,"$300,000 ",$0 ,$0 ,,Teeth and Blood,,,,,#VALUE!,0
64,31-Dec-15,Walking to Paris,"$300,000 ",$0 ,$0 ,,Walking to Paris,,,,,#VALUE!,0
65,31-Dec-10,Anderson's Cross,"$300,000 ",$0 ,$0 ,,Anderson's Cross,,,,,#VALUE!,0
66,8-Dec-15,Amidst the Devil's Wings,"$300,000 ",$0 ,$0 ,,Amidst the Devil's Wings,,,,,#VALUE!,0
67,31-Dec-10,Death Calls,"$290,000 ",$0 ,$0 ,,Death Calls,,,,,#VALUE!,0
